Period,PracticeId,Locality,Street,Area,Posttown,County,Postcode,lat,long,PsuPracticeCode,ClusterID,0Period
202006.0,W95619,,YNYSYBWL SURGERY,THE SQUARE ROBERT STREET,YNYSYBWL,MID GLAMORGAN,CF37 3DU,51.613815384615386,-3.3598076923076925,,,
202006.0,W95635,,PANTGLAS SURGERY,ABERFAN COMMUNITY CENTRE,PANTGLAS ROAD ABERFAN,MERTHYR TYDFIL MID GLAMORGAN,CF48 4QE,51.73028000000001,-3.37198,,,
202006.0,W97033,,THE PENYLAN SURGERY,74 PENYLAN ROAD,PENYLAN CARDIFF,SOUTH GLAMORGAN,CF23 5SY,51.5144,-3.1545,,,
202006.0,W97034,,ROATH HOUSE SURGERY,100 PENYLAN ROAD,PENYLAN CARDIFF,SOUTH GLAMORGAN,CF23 5RH,51.5144,-3.1545,,,
202006.0,W97036,,DANESCOURT SURGERY,4 RACHEL CLOSE,DANESCOURT CARDIFF,SOUTH GLAMORGAN,CF5 2SH,51.471875,-3.275816666666667,,,
202006.0,W97056,,THE CITY SURGERY,187 CITY ROAD,ROATH CARDIFF,SOUTH GLAMORGAN,CF24 3WD,51.48,-3.18,,,
202006.0,W97057,,ALBERT ROAD SURGERY,ALBERT ROAD,PENARTH VALE OF GLAMORGAN,SOUTH GLAMORGAN,CF64 1BX,51.42878,-3.21045,,,
202006.0,W91004,,STRATHMORE MED PRACTICE,26-28 CHESTER ROAD,WREXHAM,CLWYD,LL11 2SA,53.064506666666674,-3.052973333333333,,,
202006.0,W91013,,HOPE FAMILY MED CENTRE,HAWARDEN ROAD,HOPE WREXHAM,CLWYD,LL12 9NL,53.104020000000006,-3.0036,,,
202006.0,W91039,,DEESIDE MEDICAL CENTRE,17- 21 CHESTER ROAD EAST,SHOTTON DEESIDE,FLINTSHIRE,CH5 1QA,53.19930000000001,-3.03614,,,
202006.0,W91056,,THE HEALTH CENTRE,SMITHY ROAD,COEDPOETH WREXHAM,CLWYD,LL11 3NS,53.064506666666674,-3.052973333333333,,,
202006.0,W91059,,THE HEALTH CENTRE,BEECH AVENUE,RHOSLLANERCHRUGOG WREXHAM,CLWYD,LL14 1AA,52.98906111111111,-3.0515166666666667,,,
202006.0,W98008,,PRINCESS STREET SURGERY,PRINCESS STREET,GORSEINON SWANSEA,WEST GLAMORGAN,SA4 4US,51.670225,-4.059125,,,
202006.0,W98027,,KINGSWAY SURGERY,37 THE KINGSWAY,SWANSEA,WEST GLAMORGAN,SA1 5LF,51.63398,-3.94848,,,
202006.0,W95067,,OGMORE VALE SURGERY,COMMERCIAL STREET,OGMORE VALE,BRIDGEND,CF32 7BL,51.536704166666674,-3.5931333333333337,,,
202006.0,W98787,,PENYBRYN SURGERY,ALEXANDRA ROAD,GORSEINON SWANSEA,WEST GLAMORGAN,SA4 4NU,51.670225,-4.059125,,,
202006.0,W93014,,SUNNYBANK HEALTH CENTRE,BRYN ROAD,CEFN FFOREST BLACKWOOD,GWENT,NP12 3NA,51.6678,-3.2075,,,
202006.0,W93053,,BEECHWOOD SURGERY,371- 373 CHEPSTOW ROAD,NEWPORT,GWENT,NP19 8HL,51.5888,-2.9638,,,
202006.0,W95046,,MARKET STREET PRACTICE,TONYFELIN MEDICAL CENTRE,TONYFELIN SURGERY BEDWAS ROAD,CAERPHILLY MID GLAMORGAN,CF83 1XP,51.59288333333333,-3.2333833333333337,,,
202006.0,W94036,,THE SURGERY,SPRINGFIELD STREET,CAERFFYNNON DOLGELLAU,GWYNEDD,LL40 1LY,52.78853125,-3.90086875,,,
202006.0,W00116,,CLYDACH PRIMARY CARE CENTRE,80 HIGH STREET,CLYDACH,SWANSEA,SA6 5LN,51.6766,-3.9147,,,
202006.0,W96007,,MAESYCOED,GLANDWR PARK,BUILTH WELLS,POWYS,LD2 3DZ,52.104838461538456,-3.3634192307692308,,,
202006.0,W95751,,PENCLAWDD HEALTH CENTRE,BEACH ROAD,PENCLAWDD,SWANSEA,SA4 3YN,51.670225,-4.059125,,,
202006.0,W91007,,CADWGAN SURGERY,11 BODELWYDDAN AVENUE,OLD COLWYN,CONWY,LL29 9NP,53.283275,-3.6966,,,
202006.0,W98002,,HEALTH CENTRE,DYFED ROAD,NEATH,WEST GLAMORGAN,SA11 3AW,51.70800714285714,-3.694407142857143,,,
202006.0,W00031,,GP CENTRAL OOH SERVICE,YSBYTY GLAN CLWYD,RHYL,DENBIGHSHIRE,LL18 5UJ,53.29182,-3.45482,,,
202006.0,W92027,,TENBY SURGERY,THE NORTON,TENBY,PEMBROKESHIRE,SA70 8AB,51.6747,-4.769346153846154,,,
202006.0,W00061,,SMS GWYNEDD,BRO CASTELL,SEGONTIUM TERRACE CAERNARFON,GWYNEDD,LL55 2PH,53.12915357142857,-4.195053571428572,,,
202006.0,W00038,,ABMU GP OOH SERVICE,C/O THE GROVE MEDICAL CENTRE,6 UPLANDS TERRACE,SWANSEA,SA2 0GU,51.61628,-4.04254,,,
202006.0,W00127,,OUT OF HOURS SERVICE,UNIVERSITY HOSPITAL OF WALES,HEATH PARK,CARDIFF,CF14 4XW,51.5199,-3.204,,,
202006.0,W98051,,CYMMER SURGERY,STATION ROAD,CYMMER NEATH,PORT TALBOT,SA13 3EF,51.63321111111111,-3.670888888888888,,,
202006.0,W94002,,CANOLFAN IECHYD AMLWCH,PARYS ROAD,ANGLESEY,,LL68 9AB,53.38499230769231,-4.370230769230769,,,
202006.0,W97050,,DAINTREE SURGERY,98 WENTLOOG ROAD,RUMNEY CARDIFF,SOUTH GLAMORGAN,CF3 3XE,51.52382222222222,-3.0891333333333333,,,
202006.0,W91016,,BRYN DARLAND SURGERY,53 HIGH STREET,COEDPOETH WREXHAM,CLWYD,LL11 3SA,53.064506666666674,-3.052973333333333,,,
202006.0,W94018,,THE MEDICAL CENTRE,PLAS PENRHYN,PENRHYN BAY LLANDUDNO,CONWY,LL30 3EU,53.325,-3.8315,,,
202006.0,W94622,,WEST SHORE SURGERY,9 BRYNIAU ROAD,LLANDUDNO,CONWY,LL30 2BL,53.325,-3.8315,,,
202006.0,W94627,,ROWLEYS DRIVE CLINIC,THE SURGERY ROWLEYS DRIVE,SHOTTON,FLINTSHIRE,CH5 1PU,53.19930000000001,-3.03614,,,
202006.0,W94629,,MEDDYGFA DEINIOL,BRO DAWEL GARTH ROAD,BANGOR,GWYNEDD,LL57 2SE,53.203925000000005,-4.106675,,,
202006.0,W98018,,ST HELENS MEDICAL CENTRE,151 ST HELENS ROAD,SWANSEA,WEST GLAMORGAN,SA1 4DF,51.63398,-3.94848,,,
202006.0,W98020,,NICHOLL STREET  MEDICAL CENTRE,33 NICHOLL STREET,SWANSEA,WEST GLAMORGAN,SA1 4HF,51.63398,-3.94848,,,
202006.0,W98021,,SKETTY & KILLAY MEDICAL CENTRE,DE LA BECHE ROAD,SKETTY SWANSEA,WEST GLAMORGAN,SA2 9EA,51.61628,-4.04254,,,
202006.0,W98028,,FFORESTFACH MEDICAL GROUP,118 RAVENHILL ROAD,FFORESTFACH,SWANSEA,SA5 5AA,51.64667142857143,-3.9853857142857145,,,
202006.0,W98031,,MOUNT SURGERY,MARGAM ROAD,NEATH PORT TALBOT,WEST GLAMORGAN,SA13 2BN,51.63321111111111,-3.670888888888888,,,
202006.0,W98048,,TABERNACLE SURGERY,4 TABERNACLE STREET,SKEWEN NEATH,PORT TALBOT,SA10 6UF,51.71421818181818,-3.720372727272728,,,
202006.0,W98052,,MORRISON ROAD SURGERY,PORT TALBOT RESOURCE CENTRE,MOOR ROAD NEATH,PORT TALBOT,SA12 7BJ,51.61181666666667,-3.7703,,,
202006.0,W93115,,BLAINA MEDICAL PRACTICE,REAR OF HIGH STREET,BLAINA,GWENT,NP13 3AT,51.7298,-3.1343,,,
202006.0,W00034,,NORTH WALES GP 00H SERVICE,YSBYTY GWYNEDD,PENRHOSGARNEDD,BANGOR  GWYNEDD,LL57 2PW,53.203925000000005,-4.106675,,,
202006.0,W94039,,LIVERPOOL HOUSE,WAUNFAWR,CAERNARFON,GWYNEDD,LL55 4YY,53.12915357142857,-4.195053571428572,,,
202006.0,W00128,,CRI,OLDWAY HOUSE,CASTLE STREET,MERTHYR TYDFIL,CF47 8UX,51.7479,-3.3778,,,
202006.0,W97616,,GRANGETOWN HEALTH CENTRE,CAMBRIDGE STREET,GRANGETOWN  CARDIFF,SOUTH GLAMORGAN,CF11 7DJ,51.48,-3.18,,,
202006.0,W92033,,SAUNDERSFOOT MEDICAL CENTRE,WESTFIELD ROAD,SAUNDERSFOOT PEMBROKESHIRE,DYFED,SA69 9JW,51.7106,-4.7014,,,
202006.0,W00131,,CRIME REDUCTION INITIATIVES,BARRY IOIS,2-10 HOLTON ROAD,BARRY,CF63 4HD,51.4172,-3.2614,,,
202006.0,W00132,,CRI,OLDWAY HOUSE,CASTLE STREET,MERTHYR TYDFIL,CF47 8UX,51.7479,-3.3778,,,
202006.0,W00134,,LLWYNHENDY HEALTH CENTRE,LLWYNHENDY ROAD,LLWYNHENDY,DYFED,SA14 9BN,51.76378235294118,-4.089482352941177,,,
202006.0,W93125,,UNDERWOOD HEALTH CENTRE,81 BIRCH GROVE,LLANMARTIN,NEWPORT,NP18 2JB,51.6084,-2.9435,,,
202006.0,W00136,,Continence Service,Montgomery County Infirmary,Llanfair Road  Newtown,POWYS,SY16 2DW,52.50787647058824,-3.3015823529411765,,,
202006.0,W93050,,RIVERSIDE SURGERY,WILLENHALL STREET,OFF CORPORATION ROAD,NEWPORT,NP19 0GE,51.5888,-2.9638,,,
202006.0,W00139,,PRIMARY CARE D&A SERVICE-PCDAS,LLWYN-YR-EOS CLINIC,MAIN ROAD,CHURCH VILLAGE,CF38 1RN,51.5543,-3.34528,,,
202006.0,W98057,,THE BEACON CENTRE FOR HEALTH,LANGDON ROAD,SWANSEA,,SA1 8QY,51.63398,-3.94848,,,
202006.0,W97007,,CLOUGHMORE MEDICAL CENTRE,19 SOUTH PARK ROAD,SPLOTT,CARDIFF,CF24 2LU,51.48,-3.18,,,
202006.0,W91024,,CHIRK SURGERY,CASTLE HEALTH CENTRE,COLLIERY ROAD CHIRK WREXHAM,CLWYD,LL14 5DH,52.98906111111111,-3.0515166666666667,,,
202006.0,W91618,,GROSVENOR SURGERY,GLANRAFON MEDICAL CENTRE,GLANRAFON ROAD,MOLD,CH7 1PA,53.17209696969697,-3.163118181818182,,,
202006.0,W00122,,NPT Community Resource Team,Acute Clinical Team,Cimla Hospital  Cimla,NEATH,SA11 3SU,51.70800714285714,-3.694407142857143,,,
202006.0,W00098,,ALBERT ROAD SURGERY,ALBERT ROAD,PENARTH,,CF64 1BX,51.42878,-3.21045,,,
202006.0,W00020,,GWENT HEALTHCARE TRUST,VANTAGE POINT HOUSE,TY COCH INDUSTRIAL ESTATE,CWMBRAN,NP44 7XX,51.65070000000001,-3.0178,,,
202006.0,W95079,,NEW STREET SURGERY,3 NEW STREET,ABERKENFIG BRIDGEND,MID GLAMORGAN,CF32 9BL,51.536704166666674,-3.5931333333333337,,,
202006.0,W00057,,CEREDIGION LHB,THE BRYN NORTH ROAD,LAMPETER,CEREDIGION,SA48 7HA,52.154116,-4.1118,,,
202006.0,W00104,,LLANDUDNO CLINIC,HEALTH PREMISES ARGYLL ROAD,LLANDUDNO,CONWY,LL30 1DF,53.325,-3.8315,,,
202006.0,W00108,,CERRIG-Y-DRIDION CLINIC,THE HEALTH CLINIC,CERRIGYDRUDION,CONWY,LL21 9UB,52.975585714285714,-3.389057142857143,,,
202006.0,W00111,,CORWEN HEALTH CENTRE,GREEN LANE,CORWEN,DENBIGHSHIRE,LL21 0DN,52.975585714285714,-3.389057142857143,,,
202006.0,W00114,,ROYAL ALEXANDRA HOSPITAL,MARINE DRIVE,RHYL,,LL18 3AS,53.29182,-3.45482,,,
202006.0,W95043,,NELSON SURGERY,BRYNCELYN,NELSON,MID GLAMORGAN,CF46 6HL,51.674075,-3.3016,,,
202006.0,W00129,,THE PRIMARY CARE ENT SERVICE,WEST QUAY MEDICAL CENTRE,HOOD ROAD,BARRY - VALE OF GLAMORGAN,CF62 5QN,51.4027,-3.37145,,,
202006.0,W92024,,MEDDYGFA PADARN SURGERY,PENGLAIS ROAD,ABERYSTWYTH,CEREDIGION,SY23 3DU,52.34458541666667,-3.9885,,,
202006.0,W00039,,HYWEL DDA HEALTH BOARD,HAFAN DERWEN  ST DAVIDS PARC,JOBSWELL ROAD,CARMARTHEN,SA31 3BB,51.85391,-4.30209,,,
202006.0,W00064,,OOH OFFICE  1ST FLR,EUCC,WITHYBUSH GEN HOSPITAL,HAVERFORDWEST.,SA61 2PZ,51.8017,-4.9691,,,
202006.0,W95020,,HIRWAUN MEDICAL CENTRE,HIGH STREET,HIRWAUN ABERDARE,MID GLAMORGAN,CF44 9SL,51.7327125,-3.48293125,,,
202006.0,W93047,,RINGLAND MEDICAL PRACTICE,RINGLAND CIRCLE,NEWPORT,GWENT,NP19 9PS,51.5888,-2.9638,,,
202006.0,W94024,,MEDDYGFA GWYDIR,SCHOOL BANK ROAD,LLANRWST,CONWY,LL26 0AR,53.1115,-3.782657142857143,,,
202006.0,W95634,,BROOKSIDE MEDICAL CENTRE,HEOL AFON TAF,TROEDYRHIW,MERTHYR TYDFIL,CF48 4DT,51.73028000000001,-3.37198,,,
202006.0,W00140,,MEDDYGFA VICTORIA,HOLYHEAD,YNYS MON,,LL65 1UD,53.28968620689656,-4.534455172413793,,,
202006.0,W98056,,HARBOURSIDE HEALTH CENTRE,BEACON CENTRE FOR HEALTH,LANGDON ROAD,SWANSEA,SA1 8QY,51.63398,-3.94848,,,
202006.0,W00130,,CARDIFF IOIS,GROUND FLOOR,HARLECH COURT,BUTE TERRACE  CARDIFF,CF10 2FE,51.48,-3.18,,,
202006.0,W94027,,FELINHELI &PORTHAETHWY SURGERY,ROWEN,Y FELINHELI,GWYNEDD,LL56 4RX,53.1874,-4.2048,,,
202006.0,W95013,,THE LAWN MEDICAL PRACTICE,THE LAWN INDUSTRIAL ESTATE,RHYMNEY,TREDEGAR,NP22 5PW,51.7725,-3.2468,,,
202006.0,W00030,,HAVEN WAY DAY HOSPITAL,FORT ROAD,PEMBROKE DOCK,PEMBROKESHIRE,SA72 6SY,51.69333333333333,-4.921600000000001,,,
202006.0,W95623,,CYNON VALE MEDICAL PRACTICE,8 CARDIFF ROAD,MOUNTAIN ASH,MID GLAMORGAN,CF45 4EY,51.66452,-3.3537,,,
202006.0,W00142,,AMMAN TAWE PARTNERSHIP,GRAIG ROAD,GWAUN CAE GURWEN,,SA18 1EG,51.791845,-3.966785,,,
202006.0,W00145,,WHITE ROSE MEDICAL CENT,WHITE ROSE WAY,NEW TREDEGAR,GWENT,NP24 6EE,51.7205,-3.2413,,,
202006.0,W93015,,BLAENAVON MEDICAL PRACTICE,MIDDLE COED ROAD,BLAENAVON,GWENT,NP4 9AW,51.718515789473685,-3.030521052631579,,,
202006.0,W91018,,ROSENEATH MEDICAL PRACTICE,BUCKLEY MEDICAL CENTRE,ALLTAMI ROAD BUCKLEY,FLINTSHIRE,CH7 3PG,53.17209696969697,-3.163118181818182,,,
202006.0,W93075,,ABERTILLERY GROUP PRACTICE,THE BRIDGE CENTRE,FOUNDRY BRIDGE,ABERTILLERY,NP13 1BQ,51.7298,-3.1343,,,
202006.0,W95017,,THE NEW SURGERY,PRIMARY CARE CENTRE,MIN Y NANT,PENCOED,CF35 6YP,51.518684615384615,-3.5275461538461537,,,
202006.0,W93122,,NORTH CELYNEN PRACTICE,CROWN STREET,CRUMLIN NEWPORT,GWENT,NP11 4PQ,51.6439,-3.1317,,,
202006.0,W00146,,CRI C&BG ADULT ALCOHOL SERVICE,CHAMBERS HOUSE,BLACKWOOD ROAD,BLACKWOOD ,NP12 2BW,51.6678,-3.2075,,,
202006.0,W00147,,COMMUNITY RESOURCE TEAM,GORSEINON HOSPITAL,BRYNAWEL ROAD,GORSEINON SWANSEA,SA4 4UU,51.670225,-4.059125,,,
202006.0,W98043,,MANSELTON SURGERY,ELGIN STREET,MANSELTON,SWANSEA,SA5 8QE,51.64667142857143,-3.9853857142857145,,,
202006.0,W93067,,NORTH CELYNEN PRACTICE,CROWN STREET,CRUMLIN,,NP11 4PQ,51.6439,-3.1317,,,
202006.0,W00089,,C&V MUSCULOSKELETEL,CARDIFF ROYAL INFIRMARY,GLOSSOP ROAD,CARDIFF,CF24 0SZ,51.48,-3.18,,,
202006.0,W93117,,HEALTH CENTRE,CHEPSTOW ROAD,RAGLAN,GWENT,NP15 2EN,51.7035,-2.9033,,,
202006.0,W95064,,BRON-Y-GARN SURGERY,MAESTEG HOSPITAL,NEATH ROAD,MAESTEG ,CF34 9PW,51.6030625,-3.6485,,,
202006.0,W91629,,CAIA PARK SURGERY,PRINCE CHARLES ROAD,WREXHAM,CLWYD,LL13 8TH,52.9917619047619,-2.9116809523809524,,,
202006.0,W91042,,BEECHLEY MEDICAL CENTRE,BRYNCABANAU,HIGHTOWN,WREXHAM,LL13 7BS,52.9917619047619,-2.9116809523809524,,,
202006.0,W98040,,BRITON FERRY HEALTH CENTRE,BRUNEL WAY,BRITON FERRY,,SA11 2FP,51.70800714285714,-3.694407142857143,,,
202006.0,W00150,,KALEIDOSCOPE,HARLECH COURT,BUTE TERRACE , CARDIFF,CF10 2FE,51.48,-3.18,,,
202006.0,W00151,,KALEIDOSCOPE,2-10 HOLTON ROAD,BARRY,,CF63 4HD,51.4172,-3.2614,,,
202006.0,W94030,,MEDDYGFA HAFAN IECHYD,DOC FICTORIA BALACLAFA ROAD,CAERNARFON,GWYNEDD,LL55 1TH,53.12915357142857,-4.195053571428572,,,
202006.0,W91640,,HEALTHY RHUDDLAN IACH,VICARAGE LANE,RHUDDLAN,DENBIGHSHIRE,LL18 2UE,53.29182,-3.45482,,,
202006.0,W92614,,ANDREWS MEDICAL PRACTICE,THE OLD DENTAL SUITE,LLWYNHENDY HEALTH CENTRE,LLWYNHENDY ROAD LLANELLI,SA14 9BN,51.76378235294118,-4.089482352941177,,,
202006.0,W94009,,THE HEALTH CENTRE,Beaumaris Library,BEAUMARIS,YNYS MON,LL58 8AL,53.28206,-4.09396,,,
202006.0,W00153,,COMMUNITY FRAILTY PRACTICE,CONFERENCE CENTRE,FISHGUARD ROAD,HAVERFORDWEST,SA61 2PZ,51.8017,-4.9691,,,
202006.0,W91048,,RYSSELDENE SURGERY,WEST END MEDICAL CENTRE,CONWAY ROAD,COLWYN BAY,LL29 7LS,53.283275,-3.6966,,,
202006.0,W92442,,CEREDIGION CDAT,GORWELION,LLANBADARN ROAD,ABERYSTWYTH  CEREDIGION.,SY23 1HB,52.34458541666667,-3.9885,,,
202006.0,W00156,,LLANIDLOES PHARMACY,51 LONGBRIDGE STREET,LLANIDLOES,POWYS,SY18 6EF,52.428,-3.5729875,,,
202006.0,W00063,,RHOSLAN SURGERY,WEST END MEDICAL CENTRE,CONWAY ROAD,COLWYN BAY,LL29 7LS,53.283275,-3.6966,,,
202006.0,W00149,,HDUHB ALT PHC PROVISION APHCP,YSTWYTH BUILDING HAFEN DERWEN,ST DAVIDS PARK JOBSWELL ROAD,CARMARTHEN,SA31 3BB,51.85391,-4.30209,,,
202006.0,W00161,,COMMUNITY CARDIOLOGY CLINIC,KEIR HARDIE UNI HEALTH PARK,ABERDARE ROAD,MID GLAMORGAN,CF48 1BZ,51.73028000000001,-3.37198,,,
202006.0,W00162,,PRIMARY CARE CENTRE,LLANDUDNO GENERAL HOSPITAL,HOSPITAL ROAD,LLANDUDNO CONWY,LL30 1LB,53.325,-3.8315,,,
202006.0,W91025,,ALYN FAMILY DOCTORS,THE HEALTH CENTRE,SCHOOL ROAD,LLAY WREXHAM,LL12 0TR,53.104020000000006,-3.0036,,,
202006.0,W97046,,VALE GROUP PRACTICE,RAVENSCOURT SURGERY,36-38 TYNEWYDD ROAD,BARRY VALE OF GLAMORGAN,CF62 8AZ,51.4027,-3.37145,,,
202006.0,W92025,,YSTWYTH MEDICAL GROUP,PARC Y LLYN,LLANBADARN FAWR ABERYSTWYTH,CEREDIGION,SY23 3TL,52.34458541666667,-3.9885,,,
202006.0,W97023,,WOODLANDS MEDICAL CENTRE,1 GREENFARM ROAD,ELY CARDIFF,SOUTH GLAMORGAN,CF5 4RG,51.471875,-3.275816666666667,,,
202006.0,W92021,,FAIRFIELD SURGERY,1 PARK CRESCENT,LLANELLI,CARMARTHENSHIRE,SA15 3AE,51.74003,-4.187250000000001,,,
202006.0,W94032,,BRONMEIRION,CASTLE STREET,PENRHYNDEUDRAETH,GWYNEDD,LL48 6AL,52.931488888888886,-4.073088888888889,,,
202006.0,W98005,,LLWYN BRWYDRAU SURGERY,3 FREDERICK PLACE,LLANSAMLET,SWANSEA,SA7 9RY,51.6703,-3.8862,,,
202006.0,W00036,,ABMU GP OOH SERVICE,BEACON CENTRE FOR HEALTH,LANGDON ROAD,SWANSEA,SA1 8QY,51.63398,-3.94848,,,
202006.0,W97022,,CATHEDRAL VIEW MEDICAL CENTRE,LLANIDLOES ROAD,GABALFA,CARDIFF,CF14 2ST,51.5199,-3.204,,,
202006.0,W93058,,THE MOUNT SURGERY,PONTYPOOL MEDICAL CENTRE,OFF TOWN BRIDGE PONTYPOOL,GWENT,NP4 6DH,51.718515789473685,-3.030521052631579,,,
202006.0,W95080,,MEDDYGFA CWM RHYMNI PRACTICE,WHITE ROSE WAY MEDICAL CENTRE,WHITE ROSE WAY,NEW TREDEGAR,NP24 6EE,51.7205,-3.2413,,,
202006.0,W92009,,MEDDYGFA TEILO,CRESCENT ROAD,LLANDEILO,CARMARTHENSHIRE,SA19 6HN,51.92279722222222,-3.950983333333333,,,
202006.0,W91010,,CANOLFAN IECHYD,LLANGOLLEN HEALTH CENTRE,BISHOPS WALK,LLANGOLLEN,LL20 8RZ,52.955846666666666,-3.16774,,,
202006.0,W91015,,THE STABLES MEDICAL PRACTICE,27 GLYNNE WAY,HAWARDEN DEESIDE,FLINTSHIRE,CH5 3PA,53.19930000000001,-3.03614,,,
202006.0,W95026,,TROED Y FAN MEDICAL PRACTICE,ABERFAN SURGERY,COTTRELL STREET,ABERFAN,CF48 4QU,51.73028000000001,-3.37198,,,
202006.0,W95081,,MEDDYGFA CWM RHYMNI PRACTICE,R.I.H.S.C.C,UNIT 22 LAWN INDUSTRIAL ESTATE,RHYMNEY,NP22 5PW,51.7725,-3.2468,,,
202006.0,W95050,,MEDDYGFA GELLIGAER SURGERY,HEOL HEN YSGOL,GELLIGAER,,CF82 8FQ,51.648316666666666,-3.2390666666666665,,,
202006.0,W00144,,WATERSIDE MEDICAL PRACTICE,BRITON FERRY HEALTH CENTRE,BRUNEL WAY,BRITON FERRY,SA11 2FP,51.70800714285714,-3.694407142857143,,,
202006.0,W97044,,CARDIFF BAY SURGERY,45 CAMBRIDGE STREET,GRANGETOWN CARDIFF,SOUTH GLAMORGAN,CF11 7DJ,51.48,-3.18,,,
202006.0,W93036,,CASTLE GATE MEDICAL PRACTICE,REAR OF MONNOW STREET,MONMOUTH,GWENT,NP25 3EQ,51.8127,-2.7136,,,
202006.0,W97052,,WESTERN VALE FAMILY PRACTICE,THE BROAD SHROAD,COWBRIDGE,VALE OF GLAMORGAN,CF71 7DA,51.45726086956522,-3.472304347826087,,,
202006.0,W95027,,DE WINTON FIELD PRACTICE,TONYPANDY,RHONDDA CYNON TAFF,MID GLAMORGAN,CF40 2LE,51.627316666666665,-3.461883333333333,,,
202006.0,W98030,,DULAIS VALLEY PRIM CARE CTRE,NANT Y CAFN BUSINESS PARK,SEVEN SISTERS,NEATH PORT TALBOT,SA10 9EY,51.71421818181818,-3.720372727272728,,,
202006.0,W97055,,DINAS POWYS MEDICAL CENTRE,MURCH ROAD,DINAS POWYS,VALE OF GLAMORGAN,CF64 4RE,51.42878,-3.21045,,,
202006.0,W94037,,TY DOCTOR ISFRYN,FFORDD DEWI SANT,NEFYN,GWYNEDD,LL53 6EG,52.89524166666667,-4.493856666666668,,,
202006.0,W98017,,THE HEALTH CENTRE,WAUN AVENUE,GLYNCORRWG PORT TALBOT,WEST GLAMORGAN,SA13 3DP,51.63321111111111,-3.670888888888888,,,
202006.0,W93131,,131 Stow Hill,Newport,Gwent, ,NP20 4SZ,51.5877,-2.9984,,,
202006.0,W97291,,BUTETOWN MEDICAL PRACTICE,LOUDOUN,PLAS IONA,BUTETOWN  CARDIFF,CF10 5HW,51.48,-3.18,,,
202006.0,W00155,,Continence Prescribing Service,Bro Preseli Community Resource,Heol Parc Y Ffair,CRYMYCH,SA41 3SJ,51.98668,-4.68779,,,
202006.0,W00158,,LLANBEDR COURT,LLANDEVAUD,NEWPORT,,NP18 2AA,51.6084,-2.9435,,,
202006.0,W00159,,ACUTE VISITING SERVICE,THE CONFERENCE CENTRE,WITHYBUSH GENERAL HOSPITAL,FISHGUARD ROAD  HAVERFORDWEST,SA61 2PZ,51.8017,-4.9691,,,
202006.0,W98004,,BRYNHYFRYD MEDICAL CENTRE,499 LLANGYFELACH ROAD,BRYNHYFRYD,SWANSEA,SA5 9EA,51.64667142857143,-3.9853857142857145,,,
202006.0,W95643,,DR T D EALES SURGERY,36 VICTORIA AVENUE,PORTHCAWL  BRIDGEND,MID GLAMORGAN,CF36 3HG,51.48453333333333,-3.6951,,,
202006.0,W00076,,BRADLEY'S PRACTICE,BUCKLEY MEDICAL CENTRE,ALLTAMI ROAD,BUCKLEY FLINTSHIRE,CH7 3PG,53.17209696969697,-3.163118181818182,,,
202006.0,W91026,,OVERTON MEDICAL PRACTICE,15 HIGH STREET,OVERTON ON DEE,WREXHAM,LL13 0ED,52.9917619047619,-2.9116809523809524,,,
202006.0,W00152,,KALEIDOSCOPE,ST DAVID'S UNITING CHURCH,GELLIWASTAD ROAD,PONTYPRIDD,CF37 2BN,51.613815384615386,-3.3598076923076925,,,
202006.0,W94007,,TYWYN HEALTH CENTRE,ABERDOVEY ROAD,TYWYN,GWYNEDD,LL36 9HL,52.60728,-4.059706666666667,,,
202006.0,W94020,,MEDDYG CARE LONFA,GLYN-Y-MARL ROAD,LLANDUDNO JUNCTION,CONWY,LL31 9NS,53.29415,-3.81595,,,
202006.0,W92038,,NARBERTH SURGERY,NORTHFIELD ROAD,NARBERTH PEMBROKESHIRE,DYFED,SA67 7AA,51.78253684210527,-4.7388315789473685,,,
202006.0,W00154,,CHRONIC CONDITIONS PRACTICE,CONFERENCE CENTRE,FISHGUARD ROAD,HAVERFORDWEST,SA61 2PZ,51.8017,-4.9691,,,
202006.0,W94023,,MEDDYGFA GERAFON,MIN YR AFON,BENNLLECH,ANGLESEY,LL74 8TF,53.3204,-4.2261,,,
202006.0,W00157,,ACUTE CLINICAL RESPONSE TEAM,(ACRT),CAERNARVON WAY,SWANSEA,SA1 7HJ,51.63398,-3.94848,,,
202006.0,W91009,,HEALTHY PRESTATYN,RHUDDLAN IACH TY NANT,NANT HALL ROAD PRESTATYN,DENBIGHSHIRE,LL19 9LN,53.3274,-3.408033333333333,,,
202006.0,W00138,,2ND FLOOR,THE BEACON CENTRE FOR HEALTH,LANGDON ROAD,SWANSEA,SA1 8QY,51.63398,-3.94848,,,
202006.0,W00163,,Powys Teaching Health Board,Bronllys Hospital,Bronllys,BRECON,LD3 0LU,51.99435362318841,-3.411075362318841,,,
202006.0,W00160,,HEALTH & WELLBEING CENTRE,H M P BERWYN 139 BRIDGE STREET,WREXHAM INDUSTRIAL ESTATE,WREXHAM,LL13 9QE,52.9917619047619,-2.9116809523809524,,,
202006.0,W97008,,LLAN HEALTH CENTRE,MAELFA LLANEDEYRN,CARDIFF,SOUTH GLAMORGAN,CF23 9PN,51.5144,-3.1545,,,
